annee;faits;codgeo;type_insecurite
21;20;59512;Vols avec armes
18;34;59599;Vols avec armes
19;21;59599;Vols avec armes
20;20;59599;Vols avec armes
21;13;59599;Vols avec armes
18;7;60057;Vols avec armes
19;15;60057;Vols avec armes
20;10;60057;Vols avec armes
21;13;60057;Vols avec armes
18;26;62193;Vols avec armes
19;8;62193;Vols avec armes
20;12;62193;Vols avec armes
21;9;62193;Vols avec armes
18;24;63113;Vols avec armes
19;28;63113;Vols avec armes
20;10;63113;Vols avec armes
21;27;63113;Vols avec armes
18;18;64445;Vols avec armes
19;6;64445;Vols avec armes
20;6;64445;Vols avec armes
21;7;64445;Vols avec armes
18;37;66136;Vols avec armes
19;26;66136;Vols avec armes
20;42;66136;Vols avec armes
21;34;66136;Vols avec armes
18;41;67482;Vols avec armes
19;39;67482;Vols avec armes
20;49;67482;Vols avec armes
21;42;67482;Vols avec armes
18;12;68066;Vols avec armes
19;;68066;Vols avec armes
20;;68066;Vols avec armes
21;;68066;Vols avec armes
18;14;68224;Vols avec armes
19;16;68224;Vols avec armes
20;10;68224;Vols avec armes
21;15;68224;Vols avec armes
18;198;69123;Vols avec armes
19;159;69123;Vols avec armes
20;163;69123;Vols avec armes
21;183;69123;Vols avec armes
18;13;69259;Vols avec armes
19;8;69259;Vols avec armes
20;10;69259;Vols avec armes
21;15;69259;Vols avec armes
18;39;69266;Vols avec armes
19;30;69266;Vols avec armes
20;39;69266;Vols avec armes
21;34;69266;Vols avec armes
18;48;72181;Vols avec armes
19;48;72181;Vols avec armes
20;26;72181;Vols avec armes
21;35;72181;Vols avec armes
18;12;73065;Vols avec armes
19;6;73065;Vols avec armes
20;8;73065;Vols avec armes
21;5;73065;Vols avec armes
18;26;74010;Vols avec armes
19;8;74010;Vols avec armes
20;5;74010;Vols avec armes
21;15;74010;Vols avec armes
18;768;75056;Vols avec armes
19;819;75056;Vols avec armes
20;594;75056;Vols avec armes
21;535;75056;Vols avec armes
18;22;76351;Vols avec armes
19;20;76351;Vols avec armes
20;25;76351;Vols avec armes
21;20;76351;Vols avec armes
18;39;76540;Vols avec armes
19;46;76540;Vols avec armes
20;27;76540;Vols avec armes
21;31;76540;Vols avec armes
18;;78586;Vols avec armes
19;;78586;Vols avec armes
20;;78586;Vols avec armes
21;5;78586;Vols avec armes
18;;78646;Vols avec armes
19;;78646;Vols avec armes
20;;78646;Vols avec armes
21;;78646;Vols avec armes
18;;79191;Vols avec armes
19;7;79191;Vols avec armes
20;7;79191;Vols avec armes
21;7;79191;Vols avec armes
18;26;80021;Vols avec armes
19;23;80021;Vols avec armes
20;30;80021;Vols avec armes
21;26;80021;Vols avec armes
18;0;82121;Vols avec armes
19;0;82121;Vols avec armes
20;0;82121;Vols avec armes
21;6;82121;Vols avec armes
18;0;83069;Vols avec armes
19;0;83069;Vols avec armes
20;0;83069;Vols avec armes
21;0;83069;Vols avec armes
18;15;83126;Vols avec armes
19;9;83126;Vols avec armes
20;13;83126;Vols avec armes
21;7;83126;Vols avec armes
18;32;83137;Vols avec armes
19;35;83137;Vols avec armes
20;41;83137;Vols avec armes
21;30;83137;Vols avec armes
18;17;84007;Vols avec armes
19;19;84007;Vols avec armes
20;17;84007;Vols avec armes
21;16;84007;Vols avec armes
18;19;86194;Vols avec armes
19;18;86194;Vols avec armes
20;10;86194;Vols avec armes
21;13;86194;Vols avec armes
18;20;87085;Vols avec armes
19;12;87085;Vols avec armes
20;12;87085;Vols avec armes
21;21;87085;Vols avec armes
18;7;92002;Vols avec armes
19;11;92002;Vols avec armes
20;12;92002;Vols avec armes
21;0;92002;Vols avec armes
18;24;92004;Vols avec armes
19;16;92004;Vols avec armes
20;7;92004;Vols avec armes
21;13;92004;Vols avec armes
18;0;92012;Vols avec armes
19;0;92012;Vols avec armes
20;0;92012;Vols avec armes
21;0;92012;Vols avec armes
18;9;92024;Vols avec armes
19;12;92024;Vols avec armes
20;12;92024;Vols avec armes
21;8;92024;Vols avec armes
18;21;92025;Vols avec armes
19;11;92025;Vols avec armes
20;9;92025;Vols avec armes
21;11;92025;Vols avec armes
18;10;92026;Vols avec armes
19;12;92026;Vols avec armes
20;0;92026;Vols avec armes
21;0;92026;Vols avec armes
18;12;92040;Vols avec armes
19;0;92040;Vols avec armes
20;0;92040;Vols avec armes
21;0;92040;Vols avec armes
18;5;92044;Vols avec armes
19;7;92044;Vols avec armes
20;12;92044;Vols avec armes
21;0;92044;Vols avec armes
18;12;92050;Vols avec armes
19;14;92050;Vols avec armes
20;12;92050;Vols avec armes
21;17;92050;Vols avec armes
18;0;92051;Vols avec armes
19;11;92051;Vols avec armes
20;0;92051;Vols avec armes
21;0;92051;Vols avec armes
18;0;92063;Vols avec armes
19;0;92063;Vols avec armes
20;0;92063;Vols avec armes
21;0;92063;Vols avec armes
18;45;93001;Vols avec armes
19;52;93001;Vols avec armes
20;36;93001;Vols avec armes
21;39;93001;Vols avec armes
18;36;93005;Vols avec armes
19;19;93005;Vols avec armes
20;22;93005;Vols avec armes
21;25;93005;Vols avec armes
18;10;93029;Vols avec armes
19;11;93029;Vols avec armes
20;14;93029;Vols avec armes
21;11;93029;Vols avec armes
18;35;93048;Vols avec armes
19;24;93048;Vols avec armes
20;16;93048;Vols avec armes
21;21;93048;Vols avec armes
18;10;93051;Vols avec armes
19;11;93051;Vols avec armes
20;7;93051;Vols avec armes
21;8;93051;Vols avec armes
18;129;93066;Vols avec armes
19;92;93066;Vols avec armes
20;154;93066;Vols avec armes
21;99;93066;Vols avec armes
18;9;94017;Vols avec armes
19;15;94017;Vols avec armes
20;20;94017;Vols avec armes
21;7;94017;Vols avec armes
18;35;94028;Vols avec armes
19;25;94028;Vols avec armes
20;20;94028;Vols avec armes
21;19;94028;Vols avec armes
18;11;94033;Vols avec armes
19;6;94033;Vols avec armes
20;7;94033;Vols avec armes
21;12;94033;Vols avec armes
18;21;94041;Vols avec armes
19;15;94041;Vols avec armes
20;10;94041;Vols avec armes
21;9;94041;Vols avec armes
18;6;94046;Vols avec armes
19;11;94046;Vols avec armes
20;13;94046;Vols avec armes
21;8;94046;Vols avec armes
18;6;94068;Vols avec armes
19;10;94068;Vols avec armes
20;9;94068;Vols avec armes
21;5;94068;Vols avec armes
18;24;94081;Vols avec armes
19;25;94081;Vols avec armes
20;24;94081;Vols avec armes
21;12;94081;Vols avec armes
18;28;95018;Vols avec armes
19;28;95018;Vols avec armes
20;26;95018;Vols avec armes
21;23;95018;Vols avec armes
18;33;95127;Vols avec armes
19;26;95127;Vols avec armes
20;29;95127;Vols avec armes
21;13;95127;Vols avec armes
18;19;95585;Vols avec armes
19;9;95585;Vols avec armes
20;17;95585;Vols avec armes
21;14;95585;Vols avec armes
18;114;2691;Vols d'accessoires sur véhicules
19;94;2691;Vols d'accessoires sur véhicules
20;63;2691;Vols d'accessoires sur véhicules
21;78;2691;Vols d'accessoires sur véhicules
18;119;6004;Vols d'accessoires sur véhicules
19;95;6004;Vols d'accessoires sur véhicules
20;75;6004;Vols d'accessoires sur véhicules
21;70;6004;Vols d'accessoires sur véhicules
18;92;6029;Vols d'accessoires sur véhicules
19;83;6029;Vols d'accessoires sur véhicules
20;44;6029;Vols d'accessoires sur véhicules
21;73;6029;Vols d'accessoires sur véhicules
18;569;6088;Vols d'accessoires sur véhicules
19;439;6088;Vols d'accessoires sur véhicules
20;271;6088;Vols d'accessoires sur véhicules
21;338;6088;Vols d'accessoires sur véhicules
18;58;10387;Vols d'accessoires sur véhicules
19;56;10387;Vols d'accessoires sur véhicules
20;36;10387;Vols d'accessoires sur véhicules
21;69;10387;Vols d'accessoires sur véhicules
18;401;13001;Vols d'accessoires sur véhicules
19;397;13001;Vols d'accessoires sur véhicules
20;324;13001;Vols d'accessoires sur véhicules
21;325;13001;Vols d'accessoires sur véhicules
18;68;13004;Vols d'accessoires sur véhicules
19;77;13004;Vols d'accessoires sur véhicules
20;72;13004;Vols d'accessoires sur véhicules
21;57;13004;Vols d'accessoires sur véhicules
18;3442;13055;Vols d'accessoires sur véhicules
19;2866;13055;Vols d'accessoires sur véhicules
20;2888;13055;Vols d'accessoires sur véhicules
21;2433;13055;Vols d'accessoires sur véhicules
18;85;14118;Vols d'accessoires sur véhicules
19;64;14118;Vols d'accessoires sur véhicules
20;54;14118;Vols d'accessoires sur véhicules
21;97;14118;Vols d'accessoires sur véhicules
18;106;17300;Vols d'accessoires sur véhicules
19;113;17300;Vols d'accessoires sur véhicules
20;51;17300;Vols d'accessoires sur véhicules
21;79;17300;Vols d'accessoires sur véhicules
18;108;18033;Vols d'accessoires sur véhicules
19;82;18033;Vols d'accessoires sur véhicules
20;49;18033;Vols d'accessoires sur véhicules
21;73;18033;Vols d'accessoires sur véhicules
18;133;21231;Vols d'accessoires sur véhicules
19;120;21231;Vols d'accessoires sur véhicules
20;109;21231;Vols d'accessoires sur véhicules
21;148;21231;Vols d'accessoires sur véhicules
18;160;25056;Vols d'accessoires sur véhicules
19;146;25056;Vols d'accessoires sur véhicules
20;140;25056;Vols d'accessoires sur véhicules
21;142;25056;Vols d'accessoires sur véhicules
18;197;26362;Vols d'accessoires sur véhicules
19;130;26362;Vols d'accessoires sur véhicules
20;96;26362;Vols d'accessoires sur véhicules
21;132;26362;Vols d'accessoires sur véhicules
18;185;29019;Vols d'accessoires sur véhicules
19;140;29019;Vols d'accessoires sur véhicules
20;123;29019;Vols d'accessoires sur véhicules
21;180;29019;Vols d'accessoires sur véhicules
18;58;29232;Vols d'accessoires sur véhicules
19;89;29232;Vols d'accessoires sur véhicules
20;66;29232;Vols d'accessoires sur véhicules
21;56;29232;Vols d'accessoires sur véhicules
18;74;2A004;Vols d'accessoires sur véhicules
19;69;2A004;Vols d'accessoires sur véhicules
20;39;2A004;Vols d'accessoires sur véhicules
21;57;2A004;Vols d'accessoires sur véhicules
18;515;30189;Vols d'accessoires sur véhicules
19;506;30189;Vols d'accessoires sur véhicules
20;372;30189;Vols d'accessoires sur véhicules
21;321;30189;Vols d'accessoires sur véhicules
18;1015;31555;Vols d'accessoires sur véhicules
19;1121;31555;Vols d'accessoires sur véhicules
20;1007;31555;Vols d'accessoires sur véhicules
21;906;31555;Vols d'accessoires sur véhicules
18;336;33063;Vols d'accessoires sur véhicules
19;326;33063;Vols d'accessoires sur véhicules
20;352;33063;Vols d'accessoires sur véhicules
21;333;33063;Vols d'accessoires sur véhicules
18;136;33281;Vols d'accessoires sur véhicules
19;137;33281;Vols d'accessoires sur véhicules
20;146;33281;Vols d'accessoires sur véhicules
21;151;33281;Vols d'accessoires sur véhicules
18;135;33318;Vols d'accessoires sur véhicules
19;106;33318;Vols d'accessoires sur véhicules
20;67;33318;Vols d'accessoires sur véhicules
21;78;33318;Vols d'accessoires sur véhicules
18;128;34032;Vols d'accessoires sur véhicules
19;101;34032;Vols d'accessoires sur véhicules
20;82;34032;Vols d'accessoires sur véhicules
21;70;34032;Vols d'accessoires sur véhicules
18;600;34172;Vols d'accessoires sur véhicules
19;565;34172;Vols d'accessoires sur véhicules
20;502;34172;Vols d'accessoires sur véhicules
21;657;34172;Vols d'accessoires sur véhicules
18;230;35238;Vols d'accessoires sur véhicules
19;197;35238;Vols d'accessoires sur véhicules
20;180;35238;Vols d'accessoires sur véhicules
21;216;35238;Vols d'accessoires sur véhicules
18;343;37261;Vols d'accessoires sur véhicules
19;273;37261;Vols d'accessoires sur véhicules
20;279;37261;Vols d'accessoires sur véhicules
21;264;37261;Vols d'accessoires sur véhicules
18;518;38185;Vols d'accessoires sur véhicules
19;387;38185;Vols d'accessoires sur véhicules
20;329;38185;Vols d'accessoires sur véhicules
21;389;38185;Vols d'accessoires sur véhicules
18;287;42218;Vols d'accessoires sur véhicules
19;406;42218;Vols d'accessoires sur véhicules
20;322;42218;Vols d'accessoires sur véhicules
21;390;42218;Vols d'accessoires sur véhicules
18;961;44109;Vols d'accessoires sur véhicules
19;807;44109;Vols d'accessoires sur véhicules
20;650;44109;Vols d'accessoires sur véhicules
21;849;44109;Vols d'accessoires sur véhicules
18;109;44184;Vols d'accessoires sur véhicules
19;97;44184;Vols d'accessoires sur véhicules
20;80;44184;Vols d'accessoires sur véhicules
21;100;44184;Vols d'accessoires sur véhicules
18;146;45234;Vols d'accessoires sur véhicules
19;116;45234;Vols d'accessoires sur véhicules
20;112;45234;Vols d'accessoires sur véhicules
21;101;45234;Vols d'accessoires sur véhicules
18;186;49007;Vols d'accessoires sur véhicules
19;315;49007;Vols d'accessoires sur véhicules
20;233;49007;Vols d'accessoires sur véhicules
21;324;49007;Vols d'accessoires sur véhicules
18;63;49099;Vols d'accessoires sur véhicules
19;48;49099;Vols d'accessoires sur véhicules
20;53;49099;Vols d'accessoires sur véhicules
21;90;49099;Vols d'accessoires sur véhicules
18;242;51454;Vols d'accessoires sur véhicules
19;217;51454;Vols d'accessoires sur véhicules
20;181;51454;Vols d'accessoires sur véhicules
21;162;51454;Vols d'accessoires sur véhicules
18;121;54395;Vols d'accessoires sur véhicules
19;79;54395;Vols d'accessoires sur véhicules
20;60;54395;Vols d'accessoires sur véhicules
21;69;54395;Vols d'accessoires sur véhicules
18;59;56121;Vols d'accessoires sur véhicules
19;78;56121;Vols d'accessoires sur véhicules
20;62;56121;Vols d'accessoires sur véhicules
21;58;56121;Vols d'accessoires sur véhicules
18;82;56260;Vols d'accessoires sur véhicules
19;62;56260;Vols d'accessoires sur véhicules
20;30;56260;Vols d'accessoires sur véhicules
21;43;56260;Vols d'accessoires sur véhicules
18;229;57463;Vols d'accessoires sur véhicules
19;231;57463;Vols d'accessoires sur véhicules
20;176;57463;Vols d'accessoires sur véhicules
21;134;57463;Vols d'accessoires sur véhicules
18;341;59009;Vols d'accessoires sur véhicules
19;357;59009;Vols d'accessoires sur véhicules
20;280;59009;Vols d'accessoires sur véhicules
21;390;59009;Vols d'accessoires sur véhicules
18;92;59183;Vols d'accessoires sur véhicules
19;62;59183;Vols d'accessoires sur véhicules
20;63;59183;Vols d'accessoires sur véhicules
21;77;59183;Vols d'accessoires sur véhicules
18;739;59350;Vols d'accessoires sur véhicules
19;720;59350;Vols d'accessoires sur véhicules
20;590;59350;Vols d'accessoires sur véhicules
21;617;59350;Vols d'accessoires sur véhicules
18;204;59512;Vols d'accessoires sur véhicules
19;172;59512;Vols d'accessoires sur véhicules
20;136;59512;Vols d'accessoires sur véhicules
21;202;59512;Vols d'accessoires sur véhicules
18;238;59599;Vols d'accessoires sur véhicules
19;194;59599;Vols d'accessoires sur véhicules
20;176;59599;Vols d'accessoires sur véhicules
21;141;59599;Vols d'accessoires sur véhicules
18;100;60057;Vols d'accessoires sur véhicules
19;96;60057;Vols d'accessoires sur véhicules
20;78;60057;Vols d'accessoires sur véhicules
21;99;60057;Vols d'accessoires sur véhicules
18;77;62193;Vols d'accessoires sur véhicules
19;53;62193;Vols d'accessoires sur véhicules
20;62;62193;Vols d'accessoires sur véhicules
21;46;62193;Vols d'accessoires sur véhicules
18;177;63113;Vols d'accessoires sur véhicules
19;129;63113;Vols d'accessoires sur véhicules
20;111;63113;Vols d'accessoires sur véhicules
21;127;63113;Vols d'accessoires sur véhicules
18;91;64445;Vols d'accessoires sur véhicules
19;85;64445;Vols d'accessoires sur véhicules
20;61;64445;Vols d'accessoires sur véhicules
21;46;64445;Vols d'accessoires sur véhicules
18;422;66136;Vols d'accessoires sur véhicules
19;355;66136;Vols d'accessoires sur véhicules
20;238;66136;Vols d'accessoires sur véhicules
21;185;66136;Vols d'accessoires sur véhicules
18;222;67482;Vols d'accessoires sur véhicules
19;245;67482;Vols d'accessoires sur véhicules
20;264;67482;Vols d'accessoires sur véhicules
21;195;67482;Vols d'accessoires sur véhicules
18;24;68066;Vols d'accessoires sur véhicules
19;20;68066;Vols d'accessoires sur véhicules
20;29;68066;Vols d'accessoires sur véhicules
21;32;68066;Vols d'accessoires sur véhicules
18;50;68224;Vols d'accessoires sur véhicules
19;57;68224;Vols d'accessoires sur véhicules
20;42;68224;Vols d'accessoires sur véhicules
21;51;68224;Vols d'accessoires sur véhicules
18;936;69123;Vols d'accessoires sur véhicules
19;1130;69123;Vols d'accessoires sur véhicules
20;886;69123;Vols d'accessoires sur véhicules
21;924;69123;Vols d'accessoires sur véhicules
18;245;69259;Vols d'accessoires sur véhicules
19;319;69259;Vols d'accessoires sur véhicules
20;219;69259;Vols d'accessoires sur véhicules
21;227;69259;Vols d'accessoires sur véhicules
18;246;69266;Vols d'accessoires sur véhicules
19;240;69266;Vols d'accessoires sur véhicules
20;236;69266;Vols d'accessoires sur véhicules
21;248;69266;Vols d'accessoires sur véhicules
18;167;72181;Vols d'accessoires sur véhicules
19;163;72181;Vols d'accessoires sur véhicules
20;123;72181;Vols d'accessoires sur véhicules
21;155;72181;Vols d'accessoires sur véhicules
18;65;73065;Vols d'accessoires sur véhicules
19;66;73065;Vols d'accessoires sur véhicules
20;44;73065;Vols d'accessoires sur véhicules
21;43;73065;Vols d'accessoires sur véhicules
18;127;74010;Vols d'accessoires sur véhicules
19;111;74010;Vols d'accessoires sur véhicules
20;111;74010;Vols d'accessoires sur véhicules
21;188;74010;Vols d'accessoires sur véhicules
18;2155;75056;Vols d'accessoires sur véhicules
19;2166;75056;Vols d'accessoires sur véhicules
20;2110;75056;Vols d'accessoires sur véhicules
21;2277;75056;Vols d'accessoires sur véhicules
18;318;76351;Vols d'accessoires sur véhicules
19;275;76351;Vols d'accessoires sur véhicules
20;198;76351;Vols d'accessoires sur véhicules
21;234;76351;Vols d'accessoires sur véhicules
18;170;76540;Vols d'accessoires sur véhicules
19;145;76540;Vols d'accessoires sur véhicules
20;112;76540;Vols d'accessoires sur véhicules
21;141;76540;Vols d'accessoires sur véhicules
18;109;78586;Vols d'accessoires sur véhicules
19;95;78586;Vols d'accessoires sur véhicules
20;66;78586;Vols d'accessoires sur véhicules
21;73;78586;Vols d'accessoires sur véhicules
18;64;78646;Vols d'accessoires sur véhicules
19;60;78646;Vols d'accessoires sur véhicules
20;39;78646;Vols d'accessoires sur véhicules
21;56;78646;Vols d'accessoires sur véhicules
18;83;79191;Vols d'accessoires sur véhicules
19;95;79191;Vols d'accessoires sur véhicules
20;82;79191;Vols d'accessoires sur véhicules
21;64;79191;Vols d'accessoires sur véhicules
18;246;80021;Vols d'accessoires sur véhicules
19;160;80021;Vols d'accessoires sur véhicules
20;138;80021;Vols d'accessoires sur véhicules
21;179;80021;Vols d'accessoires sur véhicules
18;83;82121;Vols d'accessoires sur véhicules
19;39;82121;Vols d'accessoires sur véhicules
20;46;82121;Vols d'accessoires sur véhicules
21;42;82121;Vols d'accessoires sur véhicules
18;67;83069;Vols d'accessoires sur véhicules
19;66;83069;Vols d'accessoires sur véhicules
20;45;83069;Vols d'accessoires sur véhicules
21;49;83069;Vols d'accessoires sur véhicules
18;66;83126;Vols d'accessoires sur véhicules
19;65;83126;Vols d'accessoires sur véhicules
20;45;83126;Vols d'accessoires sur véhicules
21;67;83126;Vols d'accessoires sur véhicules
18;182;83137;Vols d'accessoires sur véhicules
19;171;83137;Vols d'accessoires sur véhicules
20;141;83137;Vols d'accessoires sur véhicules
21;210;83137;Vols d'accessoires sur véhicules
18;155;84007;Vols d'accessoires sur véhicules
19;233;84007;Vols d'accessoires sur véhicules
20;192;84007;Vols d'accessoires sur véhicules
21;251;84007;Vols d'accessoires sur véhicules
18;212;86194;Vols d'accessoires sur véhicules
19;195;86194;Vols d'accessoires sur véhicules
20;131;86194;Vols d'accessoires sur véhicules
21;163;86194;Vols d'accessoires sur véhicules
18;205;87085;Vols d'accessoires sur véhicules
19;157;87085;Vols d'accessoires sur véhicules
20;177;87085;Vols d'accessoires sur véhicules
21;216;87085;Vols d'accessoires sur véhicules
18;99;92002;Vols d'accessoires sur véhicules
19;88;92002;Vols d'accessoires sur véhicules
20;92;92002;Vols d'accessoires sur véhicules
21;102;92002;Vols d'accessoires sur véhicules
18;88;92004;Vols d'accessoires sur véhicules
19;113;92004;Vols d'accessoires sur véhicules
20;69;92004;Vols d'accessoires sur véhicules
21;70;92004;Vols d'accessoires sur véhicules
18;138;92012;Vols d'accessoires sur véhicules
19;126;92012;Vols d'accessoires sur véhicules
20;101;92012;Vols d'accessoires sur véhicules
21;115;92012;Vols d'accessoires sur véhicules
18;77;92024;Vols d'accessoires sur véhicules
19;56;92024;Vols d'accessoires sur véhicules
20;64;92024;Vols d'accessoires sur véhicules
21;67;92024;Vols d'accessoires sur véhicules
18;83;92025;Vols d'accessoires sur véhicules
19;111;92025;Vols d'accessoires sur véhicules
20;73;92025;Vols d'accessoires sur véhicules
21;91;92025;Vols d'accessoires sur véhicules
18;93;92026;Vols d'accessoires sur véhicules
19;88;92026;Vols d'accessoires sur véhicules
20;56;92026;Vols d'accessoires sur véhicules
21;63;92026;Vols d'accessoires sur véhicules
18;57;92040;Vols d'accessoires sur véhicules
19;41;92040;Vols d'accessoires sur véhicules
20;61;92040;Vols d'accessoires sur véhicules
21;38;92040;Vols d'accessoires sur véhicules
18;85;92044;Vols d'accessoires sur véhicules
19;63;92044;Vols d'accessoires sur véhicules
20;43;92044;Vols d'accessoires sur véhicules
21;53;92044;Vols d'accessoires sur véhicules
18;103;92050;Vols d'accessoires sur véhicules
19;102;92050;Vols d'accessoires sur véhicules
20;92;92050;Vols d'accessoires sur véhicules
21;82;92050;Vols d'accessoires sur véhicules
18;75;92051;Vols d'accessoires sur véhicules
19;83;92051;Vols d'accessoires sur véhicules
20;64;92051;Vols d'accessoires sur véhicules
21;59;92051;Vols d'accessoires sur véhicules
18;59;92063;Vols d'accessoires sur véhicules
19;74;92063;Vols d'accessoires sur véhicules
20;42;92063;Vols d'accessoires sur véhicules
21;84;92063;Vols d'accessoires sur véhicules
18;164;93001;Vols d'accessoires sur véhicules
19;206;93001;Vols d'accessoires sur véhicules
20;143;93001;Vols d'accessoires sur véhicules
21;160;93001;Vols d'accessoires sur véhicules
18;346;93005;Vols d'accessoires sur véhicules
19;300;93005;Vols d'accessoires sur véhicules
20;243;93005;Vols d'accessoires sur véhicules
21;250;93005;Vols d'accessoires sur véhicules
18;118;93029;Vols d'accessoires sur véhicules
19;153;93029;Vols d'accessoires sur véhicules
20;140;93029;Vols d'accessoires sur véhicules
21;121;93029;Vols d'accessoires sur véhicules
18;164;93048;Vols d'accessoires sur véhicules
19;116;93048;Vols d'accessoires sur véhicules
20;107;93048;Vols d'accessoires sur véhicules
21;130;93048;Vols d'accessoires sur véhicules
18;128;93051;Vols d'accessoires sur véhicules
19;63;93051;Vols d'accessoires sur véhicules
20;79;93051;Vols d'accessoires sur véhicules
21;115;93051;Vols d'accessoires sur véhicules
18;287;93066;Vols d'accessoires sur véhicules
19;229;93066;Vols d'accessoires sur véhicules
20;204;93066;Vols d'accessoires sur véhicules
21;284;93066;Vols d'accessoires sur véhicules
18;120;94017;Vols d'accessoires sur véhicules
19;106;94017;Vols d'accessoires sur véhicules
20;136;94017;Vols d'accessoires sur véhicules
21;161;94017;Vols d'accessoires sur véhicules
18;212;94028;Vols d'accessoires sur véhicules
19;145;94028;Vols d'accessoires sur véhicules
20;175;94028;Vols d'accessoires sur véhicules
21;182;94028;Vols d'accessoires sur véhicules
18;138;94033;Vols d'accessoires sur véhicules
19;161;94033;Vols d'accessoires sur véhicules
20;213;94033;Vols d'accessoires sur véhicules
21;160;94033;Vols d'accessoires sur véhicules
18;82;94041;Vols d'accessoires sur véhicules
19;93;94041;Vols d'accessoires sur véhicules
20;68;94041;Vols d'accessoires sur véhicules
21;93;94041;Vols d'accessoires sur véhicules
18;153;94046;Vols d'accessoires sur véhicules
19;122;94046;Vols d'accessoires sur véhicules
20;122;94046;Vols d'accessoires sur véhicules
21;91;94046;Vols d'accessoires sur véhicules
18;89;94068;Vols d'accessoires sur véhicules
19;96;94068;Vols d'accessoires sur véhicules
20;92;94068;Vols d'accessoires sur véhicules
21;104;94068;Vols d'accessoires sur véhicules
18;145;94081;Vols d'accessoires sur véhicules
19;146;94081;Vols d'accessoires sur véhicules
20;147;94081;Vols d'accessoires sur véhicules
21;154;94081;Vols d'accessoires sur véhicules
18;183;95018;Vols d'accessoires sur véhicules
19;184;95018;Vols d'accessoires sur véhicules
20;154;95018;Vols d'accessoires sur véhicules
21;144;95018;Vols d'accessoires sur véhicules
18;86;95127;Vols d'accessoires sur véhicules
19;107;95127;Vols d'accessoires sur véhicules
20;67;95127;Vols d'accessoires sur véhicules
21;64;95127;Vols d'accessoires sur véhicules
18;135;95585;Vols d'accessoires sur véhicules
19;139;95585;Vols d'accessoires sur véhicules
20;163;95585;Vols d'accessoires sur véhicules
21;134;95585;Vols d'accessoires sur véhicules
18;570;2691;Vols dans les véhicules
19;552;2691;Vols dans les véhicules
20;405;2691;Vols dans les véhicules
21;199;2691;Vols dans les véhicules
18;323;6004;Vols dans les véhicules
19;430;6004;Vols dans les véhicules
20;299;6004;Vols dans les véhicules
21;288;6004;Vols dans les véhicules
18;340;6029;Vols dans les véhicules
19;418;6029;Vols dans les véhicules
20;266;6029;Vols dans les véhicules
21;300;6029;Vols dans les véhicules
18;2152;6088;Vols dans les véhicules
19;1958;6088;Vols dans les véhicules
20;1756;6088;Vols dans les véhicules
21;1207;6088;Vols dans les véhicules
18;195;10387;Vols dans les véhicules
19;198;10387;Vols dans les véhicules
20;144;10387;Vols dans les véhicules
21;154;10387;Vols dans les véhicules
18;1295;13001;Vols dans les véhicules
19;1141;13001;Vols dans les véhicules
20;758;13001;Vols dans les véhicules
21;569;13001;Vols dans les véhicules
18;505;13004;Vols dans les véhicules
19;705;13004;Vols dans les véhicules
20;352;13004;Vols dans les véhicules
21;428;13004;Vols dans les véhicules
18;8379;13055;Vols dans les véhicules
19;8441;13055;Vols dans les véhicules
20;7881;13055;Vols dans les véhicules
21;9223;13055;Vols dans les véhicules
18;633;14118;Vols dans les véhicules
19;452;14118;Vols dans les véhicules
20;295;14118;Vols dans les véhicules
21;321;14118;Vols dans les véhicules
18;505;17300;Vols dans les véhicules
19;400;17300;Vols dans les véhicules
20;394;17300;Vols dans les véhicules
21;424;17300;Vols dans les véhicules
18;192;18033;Vols dans les véhicules
19;213;18033;Vols dans les véhicules
20;160;18033;Vols dans les véhicules
21;83;18033;Vols dans les véhicules
18;584;21231;Vols dans les véhicules
19;679;21231;Vols dans les véhicules
20;543;21231;Vols dans les véhicules
21;636;21231;Vols dans les véhicules
18;406;25056;Vols dans les véhicules
19;478;25056;Vols dans les véhicules
20;687;25056;Vols dans les véhicules
21;536;25056;Vols dans les véhicules
18;302;26362;Vols dans les véhicules
19;597;26362;Vols dans les véhicules
20;413;26362;Vols dans les véhicules
21;383;26362;Vols dans les véhicules
18;817;29019;Vols dans les véhicules
19;1075;29019;Vols dans les véhicules
20;814;29019;Vols dans les véhicules
21;573;29019;Vols dans les véhicules
18;231;29232;Vols dans les véhicules
19;139;29232;Vols dans les véhicules
20;93;29232;Vols dans les véhicules
21;133;29232;Vols dans les véhicules
18;83;2A004;Vols dans les véhicules
19;50;2A004;Vols dans les véhicules
20;53;2A004;Vols dans les véhicules
21;79;2A004;Vols dans les véhicules
18;1507;30189;Vols dans les véhicules
19;1225;30189;Vols dans les véhicules
20;1004;30189;Vols dans les véhicules
21;652;30189;Vols dans les véhicules
18;8704;31555;Vols dans les véhicules
19;8480;31555;Vols dans les véhicules
20;6783;31555;Vols dans les véhicules
21;6971;31555;Vols dans les véhicules
18;3513;33063;Vols dans les véhicules
19;4508;33063;Vols dans les véhicules
20;4172;33063;Vols dans les véhicules
21;4366;33063;Vols dans les véhicules
18;449;33281;Vols dans les véhicules
19;423;33281;Vols dans les véhicules
20;458;33281;Vols dans les véhicules
21;379;33281;Vols dans les véhicules
18;495;33318;Vols dans les véhicules
19;492;33318;Vols dans les véhicules
